provinsi,Kab_Kota,Kecamatan,hotspot_kemarin,hotspot_2hari_lalu,hotspot_3hari_lalu,curah_hujan_avg_7d,suhu_avg_7d,kelembaban_avg_7d,hari_tanpa_hujan,bulan,hari_dalam_tahun,skor_risiko,kategori_risiko,model_terlatih,tanggal_prediksi
Riau,KAMPAR,BANGKINANG,0,0,0,6.514285714285713,27.8,80.71428571428571,0,8,232,0.022701188968269535,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,ENOK,0,0,0,5.642857142857143,27.400000000000002,83.71428571428571,0,8,232,0.15215462633171145,Rendah,True,2026-08-20
Riau,ROKAN HULU,BONAI DARUSSALAM,0,0,0,8.328571428571427,27.614285714285717,83.0,0,8,232,0.5138801956465172,Sedang,True,2026-08-20
Riau,INDRAGIRI HULU,LUBUK BATU JAYA,0,0,0,4.085714285714286,27.042857142857144,84.42857142857143,0,8,232,0.1248996021860285,Rendah,True,2026-08-20
Riau,ROKAN HILIR,RANTAU KOPAR,0,0,0,6.714285714285714,28.300000000000004,78.71428571428571,0,8,232,0.2825560546298801,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ILIR,PEDAMARAN TIMUR,0,0,0,0.65,28.325000000000003,70.5,1,8,232,0.8535441863816349,Tinggi,True,2026-08-20
Riau,KAMPAR,KAMPAR TIMUR,0,0,0,5.757142857142858,27.87142857142857,80.57142857142857,0,8,232,0.0756166280381181,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,TEMPULING,0,0,0,4.114285714285715,27.614285714285717,81.14285714285714,0,8,232,0.4495826992473083,Sedang,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU TIMUR,BUAY PEMUKA BANGSA RAJA,0,0,0,1.2714285714285716,28.685714285714283,68.57142857142857,0,8,232,0.25402863476054555,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,GAUNG ANAK SERKA,0,0,0,2.6285714285714286,27.9,79.85714285714286,0,8,232,0.5193243986695492,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,KEMPAS,0,0,0,3.4799999999999995,27.419999999999998,82.4,0,8,232,0.7564913601523185,Tinggi,True,2026-08-20
Riau,ROKAN HULU,PENDALIAN IV KOTO,0,0,0,6.65,26.7,85.75,0,8,232,0.2445441885023801,Rendah,True,2026-08-20
Riau,KAMPAR,BANGKINANG KOTA,0,0,0,4.1,27.4,84.0,0,8,232,0.6176598385359025,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,SUNGAI BATANG,0,0,0,7.5,27.8,80.0,0,8,232,0.18104587237849898,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,KEMUNING,0,0,0,2.1666666666666665,27.133333333333336,80.33333333333333,0,8,232,0.7781422943020335,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,MUARA DUA,0,0,0,0.1,28.125,67.5,4,8,232,0.9095110500983734,Tinggi,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,PULAU BERINGIN,0,0,0,1.3285714285714287,20.185714285714283,81.71428571428571,1,8,232,0.14917602778460584,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,KISAM TINGGI,0,0,0,1.157142857142857,22.085714285714285,80.71428571428571,2,8,232,0.11656080392427547,Rendah,True,2026-08-20
Sumatera Selatan,OGAN KOMERING ULU SELATAN,KISAM ILIR,0,0,0,1.2,25.028571428571432,74.85714285714286,0,8,232,0.002377003173758825,Rendah,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,TALANG PADANG,0,0,0,1.9571428571428573,25.3,78.57142857142857,0,8,232,0.4621252565306282,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,TELUK BELENGKONG,0,0,0,2.15,27.250000000000004,82.66666666666667,0,8,232,0.4371954234807226,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,PELANGIRAN,0,0,0,2.05,27.724999999999998,81.25,0,8,232,0.2629040595662486,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,PULAU BURUNG,0,0,0,2.75,27.525,82.75,0,8,232,0.3836487188648221,Sedang,True,2026-08-20
Riau,ROKAN HULU,KEPENUHAN HULU,0,0,0,2.2,27.1,88.0,0,8,232,0.2876567888567818,Sedang,True,2026-08-20
Sumatera Selatan,EMPAT LAWANG,PENDOPO BARAT,0,0,0,1.3666666666666665,26.3,78.33333333333333,0,8,232,0.515844572485698,Sedang,True,2026-08-20
Riau,KAMPAR,KAMPAR,0,0,0,5.0,28.02,79.4,0,8,232,0.24327901153805237,Rendah,True,2026-08-20
Riau,KAMPAR,TAMBANG,0,0,0,5.62,28.02,80.2,0,8,232,0.20338036525361367,Rendah,True,2026-08-20
Riau,KAMPAR,KUOK,0,0,0,5.171428571428572,27.385714285714283,80.28571428571429,0,8,232,0.24127058140069316,Rendah,True,2026-08-20
Riau,KAMPAR,SIAK HULU,0,0,0,3.8999999999999995,27.87142857142857,80.42857142857143,0,8,232,0.530634625360645,Sedang,True,2026-08-20
Riau,KAMPAR,SALO,0,0,0,3.814285714285714,27.9,78.71428571428571,0,8,232,0.15084962736511526,Rendah,True,2026-08-20
Riau,KAMPAR,RUMBIO JAYA,0,0,0,2.7399999999999998,27.6,78.8,0,8,232,0.03953116486588042,Rendah,True,2026-08-20
Riau,KAMPAR,XIII KOTO KAMPAR,0,0,0,6.528571428571428,27.314285714285717,83.42857142857143,0,8,232,0.7195823107914723,Tinggi,True,2026-08-20
Riau,INDRAGIRI HILIR,TANAH MERAH,0,0,0,3.6199999999999997,27.78,80.8,0,8,232,0.04656041223848753,Rendah,True,2026-08-20
Riau,KAMPAR,KAMPAR KIRI,0,0,0,2.4333333333333336,27.233333333333334,81.0,0,8,232,0.810086887901852,Tinggi,True,2026-08-20
Riau,KAMPAR,KAMPAR KIRI HILIR,0,0,0,3.425,27.825000000000003,81.0,0,8,232,0.31430258516710124,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,BATANG TUAKA,0,0,0,2.575,27.974999999999998,80.0,0,8,232,0.3694994306722614,Sedang,True,2026-08-20
Riau,KAMPAR,KAMPAR KIRI HULU,0,0,0,6.1,25.575,85.0,0,8,232,0.3392240228106025,Sedang,True,2026-08-20
Riau,KAMPAR,TAPUNG HULU,0,0,0,7.219999999999999,27.76,80.2,0,8,232,0.7025527984329196,Tinggi,True,2026-08-20
Riau,KAMPAR,TAPUNG,0,0,0,0.0,27.7,76.0,1,8,232,0.7552940469934001,Tinggi,True,2026-08-20
Riau,KAMPAR,TAPUNG HILIR,0,0,0,5.449999999999999,28.2,78.0,0,8,232,0.4417469120055535,Sedang,True,2026-08-20
Riau,KAMPAR,KAMPAR UTARA,0,0,0,4.0600000000000005,28.1,79.0,0,8,232,0.17165677224117162,Rendah,True,2026-08-20
Riau,KAMPAR,PERHENTIAN RAJA,0,0,0,6.528571428571429,27.857142857142854,81.85714285714286,0,8,232,0.4045357533132423,Sedang,True,2026-08-20
Riau,KAMPAR,KAMPAR KIRI TENGAH,0,0,0,6.028571428571428,27.657142857142855,81.71428571428571,0,8,232,0.013492929251308372,Rendah,True,2026-08-20
Riau,KAMPAR,GUNUNG SAHILAN,0,0,0,4.571428571428571,27.685714285714283,81.0,0,8,232,0.36102204475974536,Sedang,True,2026-08-20
Riau,KAMPAR,KOTO KAMPAR HULU,0,0,0,7.085714285714287,26.32857142857143,84.85714285714286,0,8,232,0.587920384405004,Sedang,True,2026-08-20
Riau,INDRAGIRI HULU,RENGAT,0,0,0,2.266666666666666,27.916666666666668,78.0,0,8,232,0.2677019566894209,Rendah,True,2026-08-20
Riau,INDRAGIRI HULU,RENGAT BARAT,0,0,0,5.966666666666666,27.099999999999998,84.33333333333333,0,8,232,0.6801562541823681,Tinggi,True,2026-08-20
Riau,INDRAGIRI HULU,SIBERIDA,0,0,0,2.62,27.080000000000002,82.6,0,8,232,0.5607524675760212,Sedang,True,2026-08-20
Riau,INDRAGIRI HULU,KELAYANG,0,0,0,2.9,27.28,83.6,0,8,232,0.610881428611837,Sedang,True,2026-08-20
Riau,INDRAGIRI HULU,BATANG CENAKU,0,0,0,5.3500000000000005,26.949999999999996,81.0,0,8,232,0.8202534801467585,Tinggi,True,2026-08-20
Riau,INDRAGIRI HULU,BATANG GANGSAL,0,0,0,3.94,25.2,81.0,0,8,232,0.8490815073079336,Tinggi,True,2026-08-20
Riau,INDRAGIRI HULU,LIRIK,0,0,0,4.342857142857143,27.285714285714285,82.85714285714286,0,8,232,0.015957235835013024,Rendah,True,2026-08-20
Riau,INDRAGIRI HULU,KUALA CENAKU,0,0,0,2.96,27.48,79.8,0,8,232,0.12528689966104598,Rendah,True,2026-08-20
Riau,INDRAGIRI HULU,SUNGAI LALA,0,0,0,2.48,27.46,82.8,0,8,232,0.18479244303120834,Rendah,True,2026-08-20
Riau,INDRAGIRI HULU,RAKIT KULIM,0,0,0,2.76,27.3,83.2,0,8,232,0.7369114265247034,Tinggi,True,2026-08-20
Riau,BENGKALIS,BATHIN SOLAPAN,0,0,0,3.05,28.599999999999998,76.0,0,8,232,0.8178543493585837,Tinggi,True,2026-08-20
Riau,INDRAGIRI HILIR,GAUNG,0,0,0,1.9666666666666666,27.299999999999997,83.5,1,8,232,0.8485183701940275,Tinggi,True,2026-08-20
Kalimantan Tengah,KAPUAS,KAPUAS HILIR,0,0,0,0.42500000000000004,28.5,69.5,2,8,232,0.7617204114117981,Tinggi,True,2026-08-20
Riau,INDRAGIRI HULU,BATANG PERANAP,0,0,0,3.96,26.78,81.4,0,8,232,0.6674453269714994,Tinggi,True,2026-08-20
Riau,BENGKALIS,BENGKALIS,0,0,0,4.425,28.3,77.75,0,8,232,0.2708860830438978,Sedang,True,2026-08-20
Riau,BENGKALIS,BANTAN,0,0,0,5.814285714285715,28.21428571428572,80.0,0,8,232,0.08627287993610383,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,TEMBILAHAN HULU,0,0,0,5.433333333333334,27.46666666666667,84.16666666666667,0,8,232,0.12975706266271905,Rendah,True,2026-08-20
Riau,BENGKALIS,BANDAR LAKSAMANA,0,0,0,6.116666666666667,28.3,78.16666666666667,0,8,232,0.4109848749076977,Sedang,True,2026-08-20
Riau,BENGKALIS,SIAK KECIL,0,0,0,1.8333333333333333,27.700000000000003,79.0,0,8,232,0.38287082740359457,Sedang,True,2026-08-20
Riau,BENGKALIS,RUPAT,0,0,0,6.0,27.9,81.75,0,8,232,0.3532890171380497,Sedang,True,2026-08-20
Riau,BENGKALIS,RUPAT UTARA,0,0,0,10.9,27.0,90.0,0,8,232,0.02421960114680938,Rendah,True,2026-08-20
Riau,BENGKALIS,TALANG MUANDAU,0,0,0,3.9428571428571426,27.871428571428574,82.0,0,8,232,0.6989865086965833,Tinggi,True,2026-08-20
Riau,INDRAGIRI HILIR,RETEH,0,0,0,3.1,27.639999999999997,80.0,0,8,232,0.354512136593134,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,KUALA INDRAGIRI,0,0,0,4.2,27.525,81.0,0,8,232,0.14773744757561907,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,TEMBILAHAN,0,0,0,2.66,27.860000000000003,79.2,0,8,232,0.043643796380655124,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,MANDAH,0,0,0,2.5142857142857147,27.64285714285714,81.57142857142857,0,8,232,0.6246214591379031,Sedang,True,2026-08-20
Riau,INDRAGIRI HILIR,KATEMAN,0,0,0,1.8285714285714287,28.014285714285712,78.71428571428571,0,8,232,0.0095422638580201,Rendah,True,2026-08-20
Riau,INDRAGIRI HILIR,KERITANG,0,0,0,3.5285714285714285,27.385714285714283,84.14285714285714,0,8,232,0.660581699050882,Tinggi,True,2026-08-20
Riau,PELALAWAN,PANGKALAN KERINCI,0,0,0,4.642857142857143,27.828571428571426,81.42857142857143,0,8,232,0.8665876022965593,Tinggi,True,2026-08-20
Riau,PELALAWAN,PELALAWAN,0,0,0,4.44,27.4,82.6,0,8,232,0.5794048735969641,Sedang,True,2026-08-20
Riau,PELALAWAN,UKUI,0,0,0,5.5200000000000005,26.820000000000004,83.2,0,8,232,0.6770962911619541,Tinggi,True,2026-08-20
Riau,PELALAWAN,PANGKALAN KURAS,0,0,0,3.3000000000000003,27.571428571428573,81.71428571428571,0,8,232,0.8180168096500708,Tinggi,True,2026-08-20
Riau,PELALAWAN,PANGKALAN LESUNG,0,0,0,3.2249999999999996,27.575000000000003,81.75,0,8,232,0.10638769317185737,Rendah,True,2026-08-20
Riau,ROKAN HULU,KUNTO DARUSSALAM,0,0,0,1.2,28.2,76.5,0,8,232,0.1818744004955409,Rendah,True,2026-08-20
Riau,PELALAWAN,LANGGAM,0,0,0,7.15,27.35,81.25,0,8,232,0.7338249048738714,Tinggi,True,2026-08-20
Riau,ROKAN HULU,KABUN,0,0,0,0.0,28.5,70.0,2,8,232,0.6990894633369625,Tinggi,True,2026-08-20
Riau,PELALAWAN,KERUMUTAN,0,0,0,2.1,27.860000000000003,77.4,0,8,232,0.7534149031534222,Tinggi,True,2026-08-20
Riau,PELALAWAN,BUNUT,0,0,0,4.185714285714285,27.614285714285717,82.28571428571429,0,8,232,0.08719749588708296,Rendah,True,2026-08-20
Riau,PELALAWAN,BANDAR PETALANGAN,0,0,0,2.533333333333333,27.633333333333336,81.0,0,8,232,0.4492170085694943,Sedang,True,2026-08-20
Riau,PELALAWAN,TELUK MERANTI,0,0,0,2.742857142857143,27.599999999999998,80.85714285714286,0,8,232,0.7957247015170911,Tinggi,True,2026-08-20
Riau,PELALAWAN,KUALA KAMPAR,0,0,0,3.0428571428571423,28.928571428571427,72.85714285714286,0,8,232,0.6522343948865094,Tinggi,True,2026-08-20
Riau,PELALAWAN,BANDAR SEI KIJANG,0,0,0,5.025,27.599999999999998,82.75,0,8,232,0.04371695923783028,Rendah,True,2026-08-20
Riau,ROKAN HULU,ROKAN IV KOTO,0,0,0,5.300000000000001,26.666666666666668,83.33333333333333,0,8,232,0.7856976416724667,Tinggi,True,2026-08-20
Riau,ROKAN HULU,RAMBAH,0,0,0,5.140000000000001,27.9,78.8,0,8,232,0.8210435738245077,Tinggi,True,2026-08-20
Riau,ROKAN HULU,TAMBUSAI,0,0,0,4.266666666666667,27.666666666666668,83.0,0,8,232,0.5487122870903335,Sedang,True,2026-08-20
Riau,ROKAN HULU,KEPENUHAN,0,0,0,5.62,27.98,80.8,0,8,232,0.5262198217662833,Sedang,True,2026-08-20
Riau,ROKAN HULU,RAMBAH SAMO,0,0,0,7.32,27.360000000000003,82.4,0,8,232,0.6892845770183654,Tinggi,True,2026-08-20
Riau,ROKAN HULU,RAMBAH HILIR,0,0,0,2.15,28.25,77.5,0,8,232,0.525274963599572,Sedang,True,2026-08-20
Riau,ROKAN HULU,TAMBUSAI UTARA,0,0,0,5.857142857142857,27.72857142857143,80.28571428571429,0,8,232,0.40217345140089544,Sedang,True,2026-08-20
Riau,ROKAN HULU,BANGUN PURBA,0,0,0,4.18,27.859999999999996,78.0,0,8,232,0.5899938391770975,Sedang,True,2026-08-20
Riau,ROKAN HULU,TANDUN,0,0,0,6.5,27.725,78.0,0,8,232,0.19082849206069116,Rendah,True,2026-08-20
Riau,SIAK,PUSAKO,0,0,0,1.725,28.275,76.0,0,8,232,0.07989597112382422,Rendah,True,2026-08-20
Riau,ROKAN HILIR,KUBU,0,0,0,7.128571428571428,27.642857142857142,81.0,0,8,232,0.3795450703786442,Sedang,True,2026-08-20
Riau,ROKAN HILIR,BAGAN SINEMBAH,0,0,0,6.042857142857144,28.22857142857143,75.71428571428571,0,8,232,0.5512019284110468,Sedang,True,2026-08-20
Riau,ROKAN HILIR,BANGKO,0,0,0,6.6000000000000005,27.766666666666666,81.66666666666667,0,8,232,0.5751267716549112,Sedang,True,2026-08-20
Riau,KUANTAN SINGINGI,KUANTAN MUDIK,0,0,0,3.6666666666666665,26.583333333333332,84.16666666666667,0,8,232,0.8145758145236758,Tinggi,True,2026-08-20
Riau,ROKAN HILIR,TANAH PUTIH,0,0,0,5.433333333333333,28.2,77.33333333333333,0,8,232,0.7100430144386695,Tinggi,True,2026-08-20
Riau,ROKAN HILIR,RIMBA MELINTANG,0,0,0,11.357142857142858,28.17142857142857,78.71428571428571,0,8,232,0.22152321268138578,Rendah,True,2026-08-20
Riau,ROKAN HILIR,SIMPANG KANAN,0,0,0,5.550000000000001,27.800000000000004,79.5,0,8,232,0.4583059529496702,Sedang,True,2026-08-20
Riau,ROKAN HILIR,PASIR LIMAU KAPAS,0,0,0,4.6,28.0,80.5,0,8,232,0.7590605604523804,Tinggi,True,2026-08-20
Riau,ROKAN HILIR,SINABOI,0,0,0,7.65,28.025,81.75,0,8,232,0.31608540641166405,Sedang,True,2026-08-20
Riau,ROKAN HILIR,BATU HAMPAR,0,0,0,8.142857142857142,28.58571428571429,77.14285714285714,0,8,232,0.014373670340560345,Rendah,True,2026-08-20
Riau,ROKAN HILIR,PUJUD,0,0,0,5.42,28.160000000000004,78.2,0,8,232,0.7799291864225631,Tinggi,True,2026-08-20
Riau,ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,0,0,0,3.425,29.275,70.25,0,8,232,0.519063774316355,Sedang,True,2026-08-20
Riau,ROKAN HILIR,BANGKO PUSAKO,0,0,0,7.514285714285713,28.728571428571428,73.28571428571429,0,8,232,0.44174290189718823,Sedang,True,2026-08-20
Riau,ROKAN HILIR,PEKAITAN,0,0,0,5.785714285714286,28.3,77.57142857142857,0,8,232,0.15459395436410428,Rendah,True,2026-08-20
Riau,ROKAN HILIR,KUBU BABUSSALAM,0,0,0,4.933333333333334,28.25,75.0,0,8,232,0.48030550012630013,Sedang,True,2026-08-20
Riau,SIAK,SIAK,0,0,0,8.850000000000001,27.549999999999997,83.25,0,8,232,0.31870608385815985,Sedang,True,2026-08-20
Riau,SIAK,DAYUN,0,0,0,4.0,27.839999999999996,82.0,0,8,232,0.43576731365637456,Sedang,True,2026-08-20
Riau,SIAK,SUNGAI APIT,0,0,0,3.4333333333333336,28.083333333333332,76.83333333333333,0,8,232,0.2674119655452328,Rendah,True,2026-08-20
Riau,SIAK,KERINCI KANAN,0,0,0,6.050000000000001,27.75,80.5,0,8,232,0.14518342438098733,Rendah,True,2026-08-20
Riau,SIAK,MINAS,0,0,0,2.35,27.925,80.5,0,8,232,0.8904327661845474,Tinggi,True,2026-08-20
Riau,SIAK,BUNGA RAYA,0,0,0,1.3,28.366666666666664,77.33333333333333,0,8,232,0.44464408479852585,Sedang,True,2026-08-20
Riau,SIAK,TUALANG,0,0,0,4.0,28.171428571428574,78.85714285714286,0,8,232,0.6759176377457643,Tinggi,True,2026-08-20
Riau,SIAK,SUNGAI MANDAU,0,0,0,2.114285714285714,28.085714285714285,79.57142857142857,0,8,232,0.5865955688406731,Sedang,True,2026-08-20
Riau,SIAK,KOTO GASIB,0,0,0,3.375,28.225,78.25,0,8,232,0.054954877601664995,Rendah,True,2026-08-20
Riau,SIAK,MEMPURA,0,0,0,3.44,27.660000000000004,81.4,0,8,232,0.43377355105165144,Sedang,True,2026-08-20
Riau,KOTA PEKANBARU,MARPOYAN DAMAI,0,0,0,2.75,28.25,77.5,0,8,232,0.01344404125796289,Rendah,True,2026-08-20
